TIMESTAMP,RECORD,BGTemp_C_Avg,AirTC_Avg,RH_Avg,P_Air_Avg,cal_NetRad_Pyrano_Up_Avg,mean_wind_speed,mean_wind_direction,std_wind_dir,wind_speed_Max,esat_kPa,ea_kPa,dewpoint_C,wet_bulb_C,WBGT_C
2025-01-01 05:30:00,5177.0,-18.25031,-17.37805,58.93946,1022.184,-2.720239,2.759,255.5887,74.27724,5.59,0.1568180753821492,0.09242772681263167,-23.487457713947006,-18.934077680058447,-18.641721376040913
2025-01-01 06:00:00,5178.0,-18.66466,-17.74984,60.19345,1022.398,-2.573115,4.528999,253.174,34.13394,7.1,0.15197087618156943,0.09147651336891491,-23.6035730920859,-19.235118160780143,-18.9724987125461
2025-01-01 06:30:00,5179.0,-19.08256,-18.31372,62.49849,1022.774,-2.848508,4.407889,260.9632,13.05269,7.82,0.14487459947302458,0.09054443706418831,-23.718408021251086,-19.6781883326569,-19.422615832859833
2025-01-01 07:00:00,5180.0,-19.97651,-19.44201,66.00925,1023.199,-3.449204,4.373111,249.4135,13.33747,7.37,0.13155811171161202,0.08684052285499724,-24.185484532015714,-20.62496683172907,-20.37697978221035
2025-01-01 07:30:00,5181.0,-20.6465,-20.00886,69.01425,1023.542,-2.620703,4.441554,248.6287,12.64301,6.14,0.12529040688828935,0.08646823463590124,-24.23341523384057,-21.058113206838982,-20.870865244787286
2025-01-01 08:00:00,5182.0,-21.40365,-20.58277,69.51792,1024.099,-2.826059,3.842111,278.7305,25.19401,6.2,0.11921815973907963,0.08287798491288559,-24.705402307351633,-21.597462389256766,-21.457230672479735
2025-01-01 08:30:00,5183.0,-21.52088,-20.7855,68.88508,1024.468,-2.356266,4.284554,261.6512,12.92053,6.05,0.11713698973077014,0.0806899090856328,-25.00213777176745,-21.818372871676523,-21.655587010173566
2025-01-01 09:00:00,5184.0,-22.54971,-21.35896,67.27706,1024.925,-3.115398,2.369111,277.4217,60.5869,4.02,0.1114249731359385,0.07496344603164923,-25.814369469439697,-22.437058028214274,-22.35177861974999
2025-01-01 09:30:00,5185.0,-23.13688,-21.80956,68.96365,1024.954,-2.161733,2.098555,273.6209,28.5166,3.77,0.10711311456544277,0.07386911343301097,-25.97590229062505,-22.81367644778684,-22.77790551345079
2025-01-01 10:00:00,5186.0,-23.42815,-22.51836,67.99962,1024.946,-2.293577,3.271999,241.4293,28.43119,4.99,0.10063245444351523,0.06842968661826347,-26.812188343192933,-23.540917207436696,-23.416108045205686
2025-01-01 10:30:00,5187.0,-23.66614,-22.8991,64.42522,1024.902,-2.363153,3.411778,212.4317,35.98174,5.14,0.0972984164155834,0.06268471883225572,-27.763005253301106,-24.044826074256356,-23.854516251979447
2025-01-01 11:00:00,5188.0,-23.76238,-22.91343,64.89729,1024.946,-1.922478,3.542111,268.5997,14.1789,4.84,0.09717488961051463,0.06306386991771555,-27.697887437025233,-24.040996874691356,-23.87251681228395
2025-01-01 11:30:00,5189.0,-23.54843,-22.78734,62.19611,1024.854,-1.872189,3.236778,258.3047,7.933902,4.46,0.09826664614255415,0.06111803132813373,-28.035889644799802,-24.021212752030497,-23.80326892642135
2025-01-01 12:00:00,5190.0,-23.83608,-22.89693,56.8892,1024.748,-2.614915,2.361778,297.1982,26.08774,3.79,0.09731713441934574,0.05536293923409044,-29.095493066445787,-24.339546545213825,-24.094591581649677
2025-01-01 12:30:00,5191.0,-25.24444,-26.0311,67.10709,1024.532,-2.521084,4.066,340.2628,6.65837,4.95,0.07341450715489206,0.04926633938948985,-30.3320964034704,-27.0091866349913,-26.55842864449391
2025-01-01 13:00:00,5192.0,-26.75617,-27.71179,69.03181,1024.423,-3.273231,4.441334,348.2114,8.50766,5.76,0.0629043510621755,0.04342401210697397,-31.65393295766864,-28.593976333252737,-28.138196433276917
2025-01-01 13:30:00,5193.0,-27.90576,-27.78079,69.59111,1024.23,-1.615756,4.350778,349.5057,7.41978,5.64,0.06250343095512188,0.043496831389752924,-31.636495357696404,-28.643760056766833,-28.409863039736784
2025-01-01 14:00:00,5194.0,-27.79989,-27.98734,70.38702,1023.884,-1.192048,4.906777,348.391,4.654245,6.0,0.061317024306800395,0.043159226162232465,-31.717562545616243,-28.82153649036995,-28.533787543258963
2025-01-01 14:30:00,5195.0,-28.40467,-28.17102,71.16565,1023.757,-1.477588,4.189889,347.2567,7.821275,5.4,0.060279091430708615,0.04289800723075809,-31.780680561124974,-28.97752070146831,-28.78230049102782
2025-01-01 15:00:00,5196.0,-26.95758,-26.52064,69.90678,1023.715,-0.2810612,3.198889,16.58114,25.22481,4.84,0.07020098869207374,0.04907525072279286,-30.373040060489085,-27.395729036397572,-27.220590325478298
2025-01-01 15:30:00,5197.0,-26.96982,-27.16127,66.45378,1023.497,-2.420822,2.612,359.9624,14.68189,4.38,0.06618711408404176,0.043983839181758126,-31.520546117751536,-28.140906583549008,-27.808725608484306
